metarow	metacol	Column	Row	Name	ID	F635.Median.M1K3.1	F532.Median.M1K3.1	Flags.M1K3.1	F635.Median.M1K3.2	F532.Median.M1K3.2	Flags.M1K3.2	F635.Median.M1K5.1	F532.Median.M1K5.1	Flags.M1K5.1	F635.Median.M1K5.2	F532.Median.M1K5.2	Flags.M1K5.2	F635.Median.M2K3.1	F532.Median.M2K3.1	Flags.M2K3.1	F635.Median.M2K3.2	F532.Median.M2K3.2	Flags.M2K3.2	F635.Median.M2K5.1	F532.Median.M2K5.1	Flags.M2K5.1	F635.Median.M2K5.2	F532.Median.M2K5.2	Flags.M2K5.2	F635.Median.M3K3.1	F532.Median.M3K3.1	Flags.M3K3.1	F635.Median.M3K3.2	F532.Median.M3K3.2	Flags.M3K3.2	F635.Median.M3K5.1	F532.Median.M3K5.1	Flags.M3K5.1	F635.Median.M3K5.2	F532.Median.M3K5.2	Flags.M3K5.2	F635.Median.M4K3.1	F532.Median.M4K3.1	Flags.M4K3.1	F635.Median.M4K3.2	F532.Median.M4K3.2	Flags.M4K3.2	F635.Median.M4K5.1	F532.Median.M4K5.1	Flags.M4K5.1	F635.Median.M4K5.2	F532.Median.M4K5.2	Flags.M4K5.2	F635.Median.M5K3.1	F532.Median.M5K3.1	Flags.M5K3.1	F635.Median.M5K3.2	F532.Median.M5K3.2	Flags.M5K3.2	F635.Median.M5K5.1	F532.Median.M5K5.1	Flags.M5K5.1	F635.Median.M5K5.2	F532.Median.M5K5.2	Flags.M5K5.2	F635.Median.M6K3.1	F532.Median.M6K3.1	Flags.M6K3.1	F635.Median.M6K3.2	F532.Median.M6K3.2	Flags.M6K3.2	F635.Median.M6K5.1	F532.Median.M6K5.1	Flags.M6K5.1	F635.Median.M6K5.2	F532.Median.M6K5.2	Flags.M6K5.2
1	1	 3	15	AI451255	635648	  306	  128	-50	  225	  101	-50	   96	  301	-50	   99	  324	-50	  372	  145	-50	  265	  117	-50	  123	  258	  0	   68	  260	-50	  264	  356	  0	  239	  269	  0	  144	  696	-50	   75	  513	-50	  194	  289	  0	  181	  251	  0	   92	  513	-50	  125	  562	-50	  743	  732	  0	  727	  480	  0	  367	  631	  0	  463	  628	  0	  883	  795	  0	  491	  416	  0	  563	  680	  0	  558	  698	  0
1	1	 4	15	AI451259	635666	  728	  576	  0	  588	  483	  0	  415	  643	  0	  487	  695	  0	  700	  575	  0	  587	  542	  0	  443	  562	  0	  118	  297	  0	  917	 1316	  0	  932	 1115	  0	  933	 1463	  0	  238	  691	  0	  449	  564	  0	  305	  426	  0	  480	  892	  0	  673	 1054	  0	 1525	 1959	  0	  765	  714	  0	  573	  846	  0	  452	  695	  0	  852	  851	  0	  741	  736	  0	  478	  641	  0	  739	  918	  0
1	1	 5	15	AI451293	635882	  342	  181	-50	  271	  202	  0	  199	  380	  0	  231	  389	  0	  453	  302	  0	  356	  287	  0	  266	  340	  0	   77	  265	-50	  351	  487	  0	  313	  364	  0	  488	  927	  0	  118	  495	-50	  203	  261	  0	  203	  262	  0	  186	  606	  0	  199	  484	-50	  819	 1021	  0	  289	  281	  0	  314	  517	  0	  363	  630	  0	  637	  628	  0	  320	  323	  0	  385	  510	  0	  481	  736	  0
1	1	 6	15	AI451296	635920	  458	  142	  0	  393	  122	  0	  120	  611	  0	  137	  662	  0	  657	  187	  0	  543	  189	  0	  157	  600	  0	   92	  364	  0	  596	  366	  0	  474	  277	  0	  275	 1187	  0	  111	  775	  0	  334	  217	  0	  338	  214	  0	  168	  771	  0	  199	  715	  0	  976	  498	  0	  474	  256	  0	  131	  449	  0	  473	  745	  0	  360	  268	  0	  236	  154	  0	   93	  296	-50	  731	  928	  0
1	1	 7	15	AI451299	635960	  393	  204	  0	  353	  194	  0	  183	  499	  0	  190	  524	  0	  539	  286	  0	  454	  319	  0	  213	  455	  0	  105	  309	  0	  407	  416	  0	  367	  333	  0	  329	  919	  0	  191	  702	  0	  265	  262	  0	  286	  291	  0	  176	  604	  0	  239	  668	  0	  733	  751	  0	  349	  273	  0	  405	  642	  0	  375	  598	  0	  668	  677	  0	  353	  302	  0	  308	  508	  0	  513	  727	  0
1	1	 8	15	AI451301	635964	  547	  401	  0	  477	  371	  0	  381	  765	  0	  371	  780	  0	  776	  625	  0	  633	  574	  0	  371	  674	  0	  136	  365	  0	  634	  698	  0	  476	  477	  0	  652	 1175	  0	  260	  762	  0	  362	  370	  0	  398	  417	  0	  306	  776	  0	  353	  689	  0	  840	 1046	  0	  410	  404	  0	  457	  768	  0	  436	  685	  0	  322	  438	  0	  265	  275	  0	  428	  625	  0	  457	  681	  0
1	1	 9	15	AI451304	635961	  403	  258	  0	  348	  232	  0	  268	  468	  0	  304	  475	  0	  573	  380	  0	  395	  362	  0	  292	  388	  0	  101	  289	-50	  377	  621	  0	  286	  416	  0	  543	  894	  0	  151	  557	-50	  260	  397	  0	  531	  787	  0	  245	  628	  0	  331	  619	  0	  567	  801	  0	  346	  335	  0	  580	 1016	  0	  355	  553	  0	  578	  623	  0	  227	  223	  0	  385	  575	  0	  486	  753	  0
1	1	10	15	AI451307	635985	  412	  194	  0	  380	  179	  0	  199	  538	  0	  277	  590	  0	  644	  285	  0	  547	  290	  0	  233	  526	  0	   82	  277	-50	  502	  455	  0	  389	  336	  0	  396	 1018	  0	   81	  610	-50	  299	  297	  0	  323	  277	  0	  232	  663	  0	  296	  710	  0	  908	 1019	  0	  776	  660	  0	  758	  861	  0	  806	  727	  0	  478	  623	  0	  497	  471	  0	 1526	  850	  0	  987	  943	  0
1	1	11	15	AI450083	636120	  496	  313	  0	  494	  274	  0	  292	  828	  0	  322	  781	  0	  774	  486	  0	  613	  430	  0	  275	  659	  0	  140	  454	  0	  621	  566	  0	  490	  404	  0	  536	 1172	  0	  266	  796	  0	  315	  286	  0	  401	  346	  0	  222	  726	  0	  294	  774	  0	 1082	 1064	  0	  531	  425	  0	  256	  551	  0	  265	  460	  0	  593	  578	  0	  293	  281	  0	  283	  498	  0	  413	  716	  0
1	1	12	15	AI450085	636146	  534	  285	  0	  434	  214	  0	  244	  659	  0	  202	  572	  0	  631	  275	  0	  531	  330	  0	  194	  476	  0	   74	  310	-50	  716	  743	  0	  684	  659	  0	  391	 1061	  0	   92	  644	-50	  325	  309	  0	  330	  274	  0	  170	  688	  0	  305	  731	  0	  642	  546	  0	  526	  422	  0	  113	  303	  0	  471	  768	  0	  365	  405	  0	  269	  271	  0	  444	  643	  0	  651	  959	  0
1	1	13	15	AI450087	636178	  703	  473	  0	  557	  338	  0	  410	  722	  0	  389	  706	  0	  778	  528	  0	  631	  503	  0	  318	  538	  0	  134	  369	  0	  936	 1104	  0	  728	  754	  0	  790	 1391	  0	  140	  621	-50	  417	  386	  0	  436	  418	  0	  303	  784	  0	  606	  979	  0	  783	  937	  0	  580	  556	  0	  338	  559	  0	  554	  874	  0	  528	  596	  0	  330	  349	  0	  299	  534	  0	  963	 1097	  0
1	1	14	15	AI450089	636190	  527	  457	  0	  534	  501	  0	  494	  723	  0	  456	  709	  0	  800	  730	  0	  644	  671	  0	  478	  646	  0	  164	  373	  0	  649	  961	  0	  468	  591	  0	 1031	 1225	  0	  369	  800	  0	  419	  493	  0	  432	  501	  0	  345	  740	  0	  507	  825	  0	 1029	 1778	  0	  569	  727	  0	  429	  765	  0	  343	  514	  0	  560	  684	  0	  309	  393	  0	  321	  495	  0	  382	  697	  0
1	1	15	15	AI450092	636213	  502	  265	  0	  575	  269	  0	  265	  799	  0	  313	  846	  0	  842	  456	  0	  651	  372	  0	  287	  722	  0	  105	  333	  0	  656	  558	  0	  447	  365	  0	  526	 1257	  0	  196	  792	  0	  487	  342	  0	  475	  323	  0	  198	  711	  0	  264	  781	  0	 1046	  953	  0	  580	  390	  0	  309	  619	  0	  339	  535	  0	  416	  400	  0	  290	  251	  0	  411	  544	  0	  406	  654	  0
1	1	16	15	AI450102	636312	  374	  183	  0	  364	  173	  0	  136	  386	  0	  143	  385	  0	  480	  216	  0	  344	  198	  0	  162	  351	  0	   77	  287	-50	  367	  429	  0	  343	  382	  0	  369	  972	  0	   82	  579	-50	  264	  284	  0	  264	  308	  0	  181	  628	  0	  271	  750	  0	  980	  960	  0	  413	  295	  0	  393	  679	  0	  269	  472	  0	  376	  362	  0	  696	  585	  0	  265	  439	  0	  197	  465	  0
1	1	17	15	AI450131	636519	  690	  468	  0	  618	  395	  0	  342	  598	  0	  306	  524	  0	  688	  470	  0	  465	  415	  0	  327	  515	  0	  101	  300	-50	  774	 1022	  0	  947	  962	  0	  767	 1338	  0	  293	  726	  0	  368	  454	  0	  315	  330	  0	  292	  785	  0	  653	 1110	  0	  660	  963	  0	  587	  552	  0	  522	  691	  0	  202	  385	  0	  322	  378	  0	  753	  669	  0	  258	  465	  0	  187	  401	  0
1	1	18	15	AI450135	636550	  535	  372	  0	  592	  422	  0	  395	  735	  0	  348	  682	  0	  824	  529	  0	  632	  494	  0	  414	  676	  0	  154	  325	  0	  675	  803	  0	  479	  497	  0	  866	 1358	  0	  239	  790	  0	  433	  420	  0	  434	  426	  0	  265	  752	  0	  463	  901	  0	 1197	 1508	  0	  702	  678	  0	  260	  552	  0	  186	  377	  0	  707	  705	  0	  363	  342	  0	  203	  392	  0	  176	  422	  0
1	1	19	15	AI450138	636593	 1616	 1238	  0	 1822	 1456	  0	 1450	 2143	  0	 1400	 1967	  0	 2699	 2230	  0	 2066	 1883	  0	 1431	 2002	  0	  278	  524	  0	 2290	 2788	  0	 1337	 1420	  0	 3301	 4223	  0	  807	 1761	  0	 1914	 1684	  0	 1544	 1474	  0	  930	 1784	  0	 1693	 2349	  0	 4148	 4735	  0	 2582	 2408	  0	  840	 1383	  0	  710	 1039	  0	 1457	 1848	  0	 1108	 1100	  0	  604	 1021	  0	  694	 1167	  0
1	1	 1	16	AI450141	636607	 1217	  991	  0	  880	  691	  0	  621	  810	  0	  421	  617	  0	  892	  822	  0	  743	  876	  0	  616	  720	  0	  144	  372	  0	  792	 1131	  0	 1860	 2036	  0	 1141	 1468	  0	  172	  583	  0	  395	  462	  0	  307	  413	  0	  571	  981	  0	 1158	 1513	  0	  769	 1331	  0	  564	  701	  0	  380	  541	  0	  646	  992	  0	  429	  610	  0	  511	  505	  0	 1363	 1701	  0	 2235	 2756	  0
1	1	 2	16	AI450146	636653	  951	  616	  0	  633	  387	  0	  366	  579	  0	  326	  542	  0	  866	  694	  0	  529	  408	  0	  215	  370	  0	  129	  330	  0	  681	  893	  0	 1536	 1520	  0	  581	 1190	  0	   85	  563	-50	  308	  346	  0	  232	  334	  0	  544	 1005	  0	  720	 1149	  0	 1389	 1475	  0	  691	  691	  0	  738	 1073	  0	  600	 1017	  0	 1215	 1404	  0	  705	  710	  0	  707	  941	  0	 1329	 1537	  0
1	1	 3	16	AI450148	636663	  395	  105	-50	  341	  153	  0	  125	  397	  0	  113	  423	  0	  774	  468	  0	  359	  149	  0	  129	  360	  0	  106	  322	  0	  568	  531	  0	  502	  445	  0	  707	 1177	  0	  113	  713	  0	  269	  236	  0	  206	  199	-50	  252	  733	  0	  391	  812	  0	  330	  244	  0	  267	  188	  0	  280	  546	  0	  375	  554	  0	  318	  227	  0	  760	  632	  0	  828	  821	  0	 1348	 1459	  0
1	1	 4	16	AI451653	643372	  354	  183	-50	  292	  205	  0	  220	  400	  0	  219	  427	  0	  539	  351	  0	  402	  292	  0	  262	  377	  0	   87	  268	-50	  359	  464	  0	  326	  372	  0	  412	  861	  0	  115	  584	-50	  256	  348	  0	  216	  290	  0	  290	  663	  0	  289	  629	  0	  856	  909	  0	  326	  278	  0	  353	  574	  0	  488	  757	  0	  876	  863	  0	  707	  623	  0	  724	  879	  0	  678	  873	  0
1	1	 5	16	AI451655	643386	  536	  452	  0	  445	  366	  0	  406	  632	  0	  379	  641	  0	  711	  605	  0	  505	  515	  0	  383	  554	  0	  189	  372	  0	  510	  781	  0	  471	  599	  0	  706	 1066	  0	  399	  745	  0	  340	  441	  0	  317	  411	  0	  336	  783	  0	  369	  740	  0	  581	 1139	  0	  370	  460	  0	  506	  710	  0	  482	  630	  0	  378	  448	  0	  401	  389	  0	  653	  718	  0	 1200	 1242	  0
1	1	 6	16	AI451659	643411	  457	  319	  0	  397	  296	  0	  323	  526	  0	  357	  575	  0	  596	  415	  0	  483	  398	  0	  372	  505	  0	   95	  281	-50	  506	  675	  0	  432	  469	  0	  554	  940	  0	  128	  569	-50	  344	  394	  0	  305	  371	  0	  272	  657	  0	  302	  612	  0	  871	 1225	  0	  384	  388	  0	  283	  510	  0	  292	  511	  0	  529	  539	  0	  260	  284	  0	  338	  454	  0	  521	  720	  0
1	1	 7	16	AI451661	643434	  310	  159	-50	  266	  163	-50	  184	  345	  0	  176	  386	  0	  418	  279	  0	  308	  218	  0	  208	  307	  0	   77	  270	-50	  301	  413	  0	  280	  350	  0	  299	  783	  0	   98	  568	-50	  210	  279	  0	  194	  270	  0	  128	  497	-50	  189	  534	  0	  388	  555	  0	  195	  233	  0	  215	  439	  0	  261	  424	  0	  355	  412	  0	  255	  218	  0	  211	  346	  0	  378	  614	  0
1	1	 8	16	AI451664	643446	  871	  507	  0	  614	  321	  0	  322	  628	  0	  277	  614	  0	  841	  600	  0	  837	  647	  0	  438	  709	  0	   77	  291	-50	 1072	 1223	  0	  952	  967	  0	  939	 1898	  0	  139	  595	  0	  520	  507	  0	  293	  440	  0	  464	 1157	  0	  655	 1164	  0	  642	  737	  0	  487	  445	  0	  281	  614	  0	  226	  510	  0	  466	  526	  0	  392	  415	  0	  397	  696	  0	  335	  709	  0
1	1	 9	16	AI451669	643487	  277	  109	-50	  240	   90	-50	   79	  283	-50	   94	  296	-50	  382	  147	-50	  257	  127	-50	  114	  248	  0	   67	  263	-50	  235	  309	  0	  201	  240	-50	  140	  648	-50	   68	  525	-50	  144	  206	-50	  204	  292	-50	   88	  465	-50	  102	  475	-50	  481	  553	  0	  376	  276	  0	  189	  523	  0	  299	  490	  0	  263	  322	  0	  313	  237	  0	  305	  485	  0	  330	  561	  0
1	1	10	16	AI451697	643744	  283	  108	-50	  245	   92	-50	   77	  294	-50	   96	  303	-50	  346	  137	-50	  284	  160	  0	  126	  263	  0	   67	  265	-50	  262	  341	  0	  220	  251	-50	  153	  682	-50	   67	  550	-50	  182	  259	  0	  188	  254	  0	   92	  510	-50	   97	  465	-50	  382	  381	  0	  232	  145	  0	  160	  411	  0	  168	  368	  0	  230	  251	  0	  199	  167	  0	  253	  412	  0	  209	  424	  0
1	1	11	16	AI451699	643739	 1559	  364	  0	 1916	  382	  0	  472	 2899	  0	  495	 2814	  0	 2826	  601	  0	 2243	  476	  0	  453	 2525	  0	  121	  597	  0	 2374	  810	  0	 1793	  548	  0	  751	 3378	  0	  225	 1490	  0	 1805	  472	  0	 1761	  516	  0	  307	 1927	  0	  394	 1966	  0	 4654	 1417	  0	 1928	  525	  0	  290	 1540	  0	  156	  666	  0	 1050	  457	  0	  761	  306	  0	  194	  833	  0	  148	  611	  0
1	1	12	16	AI451701	643775	 1180	  742	  0	  803	  469	  0	  529	  910	  0	  352	  660	  0	  875	  573	  0	  743	  585	  0	  435	  663	  0	   82	  306	-50	 1410	 1647	  0	 1526	 1612	  0	  913	 1778	  0	  155	  713	  0	  591	  661	  0	  469	  533	  0	  474	 1055	  0	  985	 1590	  0	  774	  817	  0	  733	  610	  0	  618	 1108	  0	  592	  685	  0	  746	  854	  0	  632	  683	  0	  645	  753	  0	  371	  626	  0
1	1	13	16	AI451871	643826	  787	  365	  0	  820	  360	  0	  342	 1334	  0	  328	 1219	  0	 1337	  551	  0	  983	  453	  0	  360	 1230	  0	  141	  571	  0	 1119	  680	  0	  738	  434	  0	  668	 1762	  0	  279	 1042	  0	  536	  303	  0	  615	  353	  0	  225	  828	  0	  343	  973	  0	 1776	 1099	  0	 1017	  503	  0	  262	  833	  0	  304	  607	  0	  655	  546	  0	  370	  256	  0	  224	  527	  0	  296	  560	  0
1	1	14	16	AI451874	643850	  399	  261	  0	  365	  180	  0	  145	  405	  0	  133	  406	  0	  488	  205	  0	  397	  219	  0	  139	  349	  0	   89	  301	  0	  346	  411	  0	  301	  317	  0	  340	  925	  0	   65	  555	-50	  258	  293	  0	  260	  284	  0	  177	  688	  0	  205	  659	  0	  702	  617	  0	  216	  169	  0	  534	 1191	  0	   77	  229	-50	  312	  289	  0	  673	  487	  0	  677	  976	  0	  433	  630	  0
1	1	15	16	AI451877	643857	  504	  452	  0	  521	  497	  0	  498	  683	  0	  635	  761	  0	  803	  817	  0	  611	  671	  0	  564	  653	  0	  195	  347	  0	  752	 1180	  0	  545	  688	  0	 1267	 1332	  0	  400	  764	  0	  423	  495	  0	  400	  443	  0	  362	  789	  0	  587	  886	  0	 1149	 1786	  0	  559	  659	  0	  388	  498	  0	  292	  407	  0	  510	  658	  0	  371	  445	  0	  329	  590	  0	  228	  461	  0
1	1	16	16	AI451898	644118	 1166	 1061	  0	  937	  690	  0	  584	  945	  0	  754	 1081	  0	 1193	 1087	  0	 1206	 1301	  0	  976	 1149	  0	  229	  421	  0	  888	 1147	  0	  731	  879	  0	 1539	 1795	  0	  384	  858	  0	  782	  778	  0	  722	  747	  0	  737	 1170	  0	 1380	 1483	  0	 1019	 1456	  0	  813	  795	  0	  647	 1006	  0	  621	  830	  0	  693	  810	  0	  678	  784	  0	  848	 1198	  0	  574	  863	  0
1	1	17	16	AI451902	644177	  591	  320	  0	  684	  344	  0	  326	 1108	  0	  334	  985	  0	 1166	  611	  0	  899	  533	  0	  342	  951	  0	  170	  480	  0	  804	  552	  0	  556	  361	  0	  608	 1430	  0	  234	  880	  0	  388	  311	  0	  432	  310	  0	  171	  694	  0	  361	 1036	  0	  978	  854	  0	  741	  474	  0	  302	  705	  0	  233	  497	  0	  432	  363	  0	  334	  260	  0	  189	  461	  0	  198	  501	  0
1	1	18	16	AI451906	644210	  409	  298	  0	  466	  310	  0	  306	  740	  0	  285	  677	  0	  720	  417	  0	  505	  345	  0	  282	  632	  0	  118	  351	  0	  640	  622	  0	  448	  404	  0	  603	 1171	  0	  195	  774	  0	  322	  303	  0	  346	  303	  0	  199	  648	  0	  307	  752	  0	 1127	 1043	  0	  808	  609	-50	  205	  494	  0	  196	  381	  0	  410	  400	  0	  269	  246	  0	  188	  415	  0	  179	  395	  0
1	1	19	16	AI465302	644272	  832	  511	  0	  783	  441	  0	  371	  764	  0	  303	  664	  0	  853	  454	  0	  606	  416	  0	  291	  610	  0	  117	  337	  0	 1069	 1210	  0	 1282	 1269	  0	  816	 1679	  0	  197	  727	  0	  491	  474	  0	  426	  382	  0	  361	  933	  0	  810	 1375	  0	  981	  915	  0	  949	  704	  0	  349	  701	  0	  364	  613	  0	  349	  426	  0	  812	  735	  0	  250	  531	  0	  429	  749	  0
1	1	 1	17	AI465305	644297	  344	  107	-50	  242	  146	  0	  171	  362	  0	   93	  314	-50	  457	  230	  0	  233	  113	-50	  168	  318	  0	  121	  319	  0	  286	  348	  0	  257	  262	  0	  178	  681	  0	   69	  471	-50	  180	  251	  0	  184	  254	  0	  177	  629	  0	  125	  502	-50	  639	  658	  0	  218	  145	  0	  456	  882	  0	  331	  644	  0	  678	  821	  0	  746	  746	  0	  747	 1056	  0	  990	 1503	  0
1	1	 2	17	AI465309	644348	  325	  124	-50	  234	  102	-50	  110	  302	-50	  138	  333	  0	  440	  242	  0	  245	  133	-50	  149	  266	  0	   77	  259	-50	  310	  405	  0	  289	  305	  0	  239	  788	  0	   76	  481	-50	  190	  260	  0	  194	  263	  0	  107	  499	-50	  127	  509	-50	  514	  567	  0	  397	  270	  0	  416	  768	  0	  449	  571	  0	  613	  630	  0	  607	  496	  0	  592	  798	  0	  699	  956	  0
1	1	 3	17	AI465338	644994	  323	  103	-50	  233	   88	-50	   87	  300	-50	   87	  317	-50	  348	  129	-50	  252	  108	-50	  129	  272	  0	   76	  266	-50	  312	  371	  0	  265	  264	  0	  125	  642	-50	   68	  485	-50	  190	  238	  0	  181	  195	-50	   77	  476	-50	  106	  473	-50	  204	  201	  0	  277	  245	  0	  223	  425	  0	  293	  499	  0	  449	  426	  0	  335	  272	  0	  514	  696	  0	  436	  650	  0
1	1	 4	17	AI465340	651154	  434	  371	  0	  400	  313	  0	  369	  717	  0	  327	  721	  0	  632	  421	  0	  459	  356	  0	  345	  629	  0	  138	  360	  0	  581	  676	  0	  509	  517	  0	  558	 1012	  0	  230	  685	  0	  342	  307	  0	  347	  322	  0	  259	  731	  0	  306	  648	  0	  805	  963	  0	  485	  403	  0	  247	  491	  0	  221	  392	  0	  423	  497	  0	  272	  294	  0	  323	  474	  0	  192	  400	  0
1	1	 5	17	AI465345	651205	  607	  668	  0	  504	  553	  0	  909	  920	  0	  666	  776	  0	  854	  920	  0	  625	  790	  0	  866	  790	  0	  226	  383	  0	  881	 1534	  0	  744	 1102	  0	 1705	 1426	  0	  342	  721	  0	  429	  534	  0	  427	  514	  0	  553	  852	  0	  820	  870	  0	  927	 1575	  0	  537	  706	  0	  723	  827	  0	  323	  449	  0	  502	  771	  0	  467	  566	  0	  378	  499	  0	  363	  533	  0
1	1	 6	17	AI465349	651267	 1028	  553	  0	  878	  469	  0	  577	 1585	  0	  570	 1419	  0	 1227	  653	  0	 1008	  595	  0	  488	 1147	  0	  182	  560	  0	 1641	 1352	  0	 1338	  991	  0	 1199	 2338	  0	  348	 1031	  0	  631	  443	  0	  668	  452	  0	  446	 1169	  0	  675	 1273	  0	 1287	 1255	  0	  929	  643	  0	  426	 1050	  0	  397	  750	  0	  769	  682	  0	  703	  517	  0	  647	 1007	  0	  779	 1272	  0
1	1	 7	17	AI465351	651277	  921	  818	  0	  702	  456	  0	  530	 1262	  0	  585	 1261	  0	 1386	 1119	  0	 1776	 1729	  0	  562	 1081	  0	  565	 1273	  0	 1287	 1014	  0	 1153	  768	  0	 1889	 2188	  0	  965	 1451	  0	  705	  578	  0	  560	  443	  0	  580	 1393	  0	  398	  796	  0	  927	  820	  0	  640	  479	  0	  612	 1045	  0	  275	  495	  0	  449	  476	  0	  733	  705	  0	  297	  594	  0	 1846	 2376	  0
1	1	 8	17	AI465361	651412	  984	  375	  0	  777	  251	  0	  229	 1118	  0	  227	 1174	  0	 1157	  356	  0	  884	  303	  0	  213	  947	  0	   83	  398	  0	 1520	  977	  0	 1328	  858	  0	  457	 1878	  0	   99	  899	  0	  671	  326	  0	  747	  415	  0	  206	 1114	  0	  357	 1137	  0	 1652	  642	  0	  874	  340	  0	  171	  783	  0	  264	  593	  0	  826	  570	  0	  581	  418	  0	  230	  517	  0	  553	  854	  0
1	1	 9	17	AI666774	670076	  291	  104	-50	  257	  108	-50	   83	  304	-50	   99	  297	-50	  379	  144	-50	  277	  145	  0	  101	  256	  0	   76	  281	-50	  267	  353	  0	  223	  254	-50	  187	  772	  0	   69	  496	-50	  181	  261	  0	  182	  261	-50	   94	  492	-50	  116	  500	-50	  359	  389	  0	  225	  175	  0	  223	  449	  0	  230	  382	  0	  332	  355	  0	  254	  210	  0	  221	  382	  0	  389	  552	  0
1	1	10	17	AI666784	670201	  366	  457	  0	  374	  412	  0	  459	  555	  0	  522	  554	  0	  595	  654	  0	  440	  588	  0	  505	  467	  0	  174	  334	  0	  490	  805	  0	  381	  548	  0	  882	  944	  0	  408	  675	  0	  244	  314	  0	  259	  394	  0	  320	  666	  0	  374	  591	  0	  658	 1267	  0	  321	  414	  0	  332	  474	  0	  246	  401	  0	  423	  537	  0	  264	  361	  0	  363	  510	  0	  316	  491	  0
1	1	11	17	AI666797	670560	  394	  260	  0	  376	  212	  0	  209	  453	  0	  202	  407	  0	  520	  339	  0	  411	  291	  0	  241	  384	  0	   79	  287	-50	  557	  718	  0	  510	  552	  0	  378	  935	  0	   85	  545	-50	  218	  330	  0	  215	  318	  0	  238	  681	  0	  301	  678	  0	  614	  760	  0	  341	  306	  0	  222	  457	  0	  239	  398	  0	  492	  540	  0	  258	  244	  0	  340	  509	  0	  447	  652	  0
1	1	12	17	AI451709	681144	  728	  850	  0	  630	  704	  0	  856	 1165	  0	  794	 1002	  0	 1060	 1164	  0	  853	 1056	  0	  720	  890	  0	  340	  543	  0	 1043	 1413	  0	  684	  860	  0	 1468	 1612	  0	  605	  940	  0	  444	  492	  0	  535	  590	  0	  549	  942	  0	  649	  868	  0	 1047	 1717	  0	  668	  818	  0	  614	  882	  0	  343	  596	  0	  613	  778	  0	  460	  568	  0	  563	  767	  0	  546	  676	  0
1	1	13	17	AI451717	681270	  450	  505	  0	  471	  484	  0	  526	  661	  0	  501	  575	  0	  718	  742	  0	  554	  656	  0	  582	  579	  0	  185	  331	  0	  609	 1060	  0	  443	  620	  0	 1005	 1111	  0	  298	  733	  0	  317	  428	  0	  372	  503	  0	  360	  659	  0	  578	  768	  0	  813	 1364	  0	  589	  732	  0	  479	  693	  0	  375	  530	  0	  519	  718	  0	  493	  555	  0	  413	  552	  0	  325	  502	  0
1	1	14	17	AI451727	681381	  439	  281	  0	  445	  302	  0	  320	  607	  0	  291	  551	  0	  586	  381	  0	  506	  386	  0	  336	  515	  0	  108	  314	-50	  576	  685	  0	  433	  473	  0	  632	 1076	  0	  122	  603	-50	  333	  353	  0	  348	  412	  0	  239	  690	  0	  329	  751	  0	  784	  961	  0	  556	  561	  0	  293	  565	  0	  274	  504	  0	  477	  544	  0	  416	  400	  0	  347	  556	  0	  236	  465	  0
1	1	15	17	AI661856	717035	  541	  319	  0	  585	  332	  0	  308	  784	  0	  380	  806	  0	  850	  419	  0	  697	  392	  0	  334	  767	  0	  133	  372	  0	  836	  732	  0	  614	  513	  0	  675	 1474	  0	  192	  789	  0	  462	  365	  0	  455	  373	  0	  223	  771	  0	  350	  894	  0	 1250	  950	  0	  519	  347	  0	  235	  628	  0	  172	  384	  0	  542	  469	  0	  494	  369	  0	  223	  463	  0	  183	  431	  0
1	1	16	17	AI661897	717603	  284	  147	-50	  283	  127	-50	  128	  347	  0	  142	  334	  0	  376	  141	-50	  312	  195	  0	  135	  277	  0	   92	  284	  0	  328	  427	  0	  260	  294	  0	  301	  853	  0	   58	  502	-50	  205	  288	  0	  223	  296	  0	  139	  533	  0	  210	  653	  0	  331	  351	  0	  308	  228	  0	  182	  406	  0	  152	  375	  0	  256	  249	  0	  443	  354	  0	  244	  441	  0	  138	  359	  0
1	1	17	17	AI661106	717774	  473	  620	  0	  550	  808	  0	  787	  927	  0	  737	  780	  0	  834	 1193	  0	  640	  988	  0	  627	  675	  0	  254	  413	  0	  582	  926	  0	  444	  601	  0	 1252	 1231	  0	  607	  807	  0	  354	  488	  0	  394	  538	  0	  381	  692	  0	  638	  829	  0	  745	 1458	  0	  634	  820	-50	  387	  592	  0	  330	  496	  0	  773	  935	  0	  357	  460	  0	  415	  556	  0	  345	  531	  0
1	1	18	17	AI661906	717779	  329	  244	  0	  342	  215	  0	  173	  376	  0	  158	  353	  0	  432	  255	  0	  313	  229	  0	  162	  316	  0	  105	  322	-50	  363	  480	  0	  334	  382	  0	  304	  868	  0	   69	  533	-50	  212	  288	  0	  225	  285	  0	  159	  589	  0	  259	  673	  0	  405	  467	  0	  366	  309	  0	  196	  431	  0	  215	  430	  0	  487	  445	  0	  334	  306	  0	  181	  377	  0	  259	  523	  0
1	1	19	17	AI661927	717988	  807	  926	  0	  761	  840	  0	  829	 1145	  0	  940	 1116	  0	 1224	 1267	  0	 1189	 1363	  0	 1135	 1134	  0	  207	  404	  0	  942	 1305	  0	  687	  890	  0	 1302	 1309	  0	  363	  751	  0	  502	  612	  0	  525	  616	  0	  642	  981	  0	 1069	 1155	  0	 1160	 1593	  0	 1083	 1106	  0	  497	  711	  0	  517	  797	  0	  868	 1081	  0	  492	  638	  0	  666	  811	  0	  484	  795	  0
