probeID	Array1Dye1	Array2Dye1	Array3Dye1	Array4Dye1	Array5Dye1	Array6Dye1	Array7Dye1	Array8Dye1	Array9Dye1	Array10Dye1	Array11Dye1	Array12Dye1	Array13Dye1	Array14Dye1	Array15Dye1	Array16Dye1	Array17Dye1	Array18Dye1
1415812_at	7.992275	7.930999	8.342286	8.225844	7.913997	8.097073	8.65481	8.752349	8.593961	8.737825	8.579174	8.647196	7.80635	7.956471	8.016304	8.137317	8.136834	8.257694
1415813_at	8.907683	8.97641	8.91259	8.896109	8.862049	8.936251	8.876443	9.019454	8.821717	8.973438	8.834099	8.871906	8.872432	8.934666	8.813581	8.975867	8.808945	8.806847
1415814_at	9.130393	9.202787	9.215138	9.162933	9.089997	8.996731	9.04068	9.033209	9.116179	9.161852	9.08434	9.069826	9.066407	9.108667	8.916438	9.031174	9.184261	9.171023
1415815_at	4.768068	4.815657	4.779	4.750101	4.728756	4.756521	4.712754	4.634419	4.655833	4.593922	4.742818	4.764291	4.820705	4.811919	4.860472	4.739373	4.859079	4.77744
1415816_at	9.498717	9.3196	9.497844	9.544937	9.364484	9.323994	9.545139	9.549182	9.34856	9.459764	9.495508	9.399647	9.339296	9.231908	9.225418	9.28264	9.331425	9.41438
1415817_s_at	9.699446	9.781838	9.612753	9.65962	9.642155	9.593036	9.672669	9.77104	9.536073	9.682158	9.543914	9.613653	9.54384	9.525759	9.590832	9.534076	9.561993	9.671922
1415818_at	10.120533	10.277796	10.452748	10.302982	10.187331	10.242329	10.300025	10.281922	10.384049	10.491712	10.367806	10.342114	10.139654	10.137731	10.223211	10.243364	10.253029	10.345071
1415819_a_at	9.247134	9.241308	9.156922	9.176879	9.156116	9.148849	9.216977	9.098249	9.082433	9.004995	9.049315	9.101665	9.128894	9.18868	9.129358	9.154801	9.096843	9.193142
1415820_x_at	9.021646	8.959017	9.089506	9.171335	9.090089	9.023801	9.085708	9.35145	9.331691	9.449639	9.336338	9.275491	9.293594	9.205228	9.166157	9.177081	9.202701	9.05059
1415821_at	9.540475	9.493508	9.399307	9.384348	9.530826	9.487926	9.433824	9.733576	9.662863	9.728967	9.497813	9.565207	9.503021	9.489266	9.291195	9.386439	9.285228	9.358388
1415822_at	5.731023	5.794317	5.737304	5.781349	5.973422	6.153269	5.536215	5.842243	6.093426	6.274469	5.495304	5.566337	5.349515	5.479669	5.281929	5.559655	5.546938	5.740762
1415823_at	6.119819	6.047404	5.768574	5.967991	5.864257	6.329949	5.695012	5.747063	5.863328	5.869005	5.715715	5.767191	5.641618	5.739554	5.774942	5.939125	5.827049	5.669695
1415824_at	4.551811	4.651272	4.499373	4.741044	4.861464	4.920536	4.457339	4.312617	4.569747	4.585727	4.702048	4.436945	4.610121	4.584074	4.595709	4.569381	4.536014	4.605784
1415825_s_at	9.431041	9.428772	9.267448	9.282036	9.32862	9.316365	9.249786	9.375023	9.386162	9.422327	9.368514	9.257632	9.321784	9.303185	9.203536	9.347	9.23352	9.306026
1415826_at	8.432223	8.519739	8.612549	8.530327	8.498743	8.340561	9.124499	9.263842	9.530191	9.681617	9.405304	9.395345	8.580625	8.680193	8.608129	8.62846	8.502966	8.526362
1415827_a_at	11.482544	11.417167	11.180793	11.142318	11.376206	11.427879	11.309668	11.326013	11.123746	11.216453	11.009668	11.026796	11.322921	11.278348	11.330529	11.38444	11.204777	11.058094
1415828_a_at	11.036355	11.032035	10.5189	10.533525	11.068263	11.044496	10.500831	10.474084	10.342623	10.386011	10.401096	10.317242	10.605168	10.51078	10.724123	10.784785	10.495927	10.47263
1415829_at	8.002285	8.103679	7.859529	7.781793	7.871927	7.942156	8.187828	8.435526	8.261882	8.443375	8.033079	8.183862	7.959949	8.012758	7.772695	7.871049	7.610205	7.75187
1415830_at	7.15992	6.976229	7.25785	7.185265	7.076596	7.037433	7.369907	7.377682	7.002842	7.209436	7.02414	7.147548	7.282746	7.265712	6.961451	7.040744	6.920901	7.022531
1415831_at	10.951344	10.977778	11.007124	10.989865	10.90064	10.805782	10.913068	10.828186	10.838012	10.881364	10.846744	10.780867	10.898474	10.867893	10.80771	10.901616	10.897517	10.998193
1415832_at	3.765939	3.817288	3.606247	3.769377	3.6982	3.8246	3.708097	3.672558	3.707209	3.756489	3.74415	3.666628	3.645318	3.619941	3.826758	3.626723	3.562785	3.734001
1415833_x_at	13.525118	13.470863	13.171359	13.111824	13.495935	13.431104	13.216275	13.158767	12.987283	13.026542	13.028153	13.058075	13.110262	13.096935	13.240418	13.215458	13.103971	13.197788
1415834_at	8.914052	8.765357	9.707367	9.652046	8.408936	8.550242	9.533256	9.602892	9.444985	9.534775	9.417585	9.453182	9.430156	9.489649	9.316649	9.399907	9.676995	9.740797
1415835_at	5.761714	5.555482	5.449955	5.53011	5.683948	5.585322	5.626449	5.510587	5.558663	5.518014	5.536849	5.416074	5.774058	5.845123	5.745388	5.485213	5.686496	5.400008
1415836_at	4.889852	4.997611	4.848221	4.808247	4.873281	4.967094	4.892197	4.996198	5.027819	4.886279	5.014493	4.850211	4.884156	4.765177	4.842146	4.922992	4.977291	4.86429
1415837_at	4.417219	4.588463	4.463943	4.27022	4.492866	4.604323	4.31512	4.207041	4.192902	4.239844	4.375815	4.381137	4.260681	4.514735	4.235409	4.420267	4.262098	4.338647
1415838_at	10.417376	10.421148	10.111455	10.106008	10.388378	10.296879	10.125825	10.24031	10.202479	10.305781	10.448793	10.360026	10.233946	10.138568	10.302475	10.349634	9.990246	9.996743
1415839_a_at	10.016661	9.896418	9.769404	9.783663	9.963551	9.815594	10.245594	10.367019	10.304278	10.519117	10.486586	10.371568	10.186827	10.105094	9.920395	10.13926	9.79972	9.723293
1415840_at	13.288625	13.407913	13.108961	13.122444	13.204058	13.204293	13.088341	13.112056	13.002123	13.008044	13.010459	12.951853	13.272386	13.218513	13.158065	13.147372	13.177899	13.102044
1415841_at	9.041625	9.11665	8.812612	8.890855	9.01728	9.098016	9.001913	9.175278	9.002044	9.155944	8.995044	8.996272	9.073825	9.081741	8.864301	8.885733	9.015888	8.917372
1415842_at	7.569302	7.719926	7.631942	7.709604	7.648152	7.727189	7.757375	7.609914	7.53125	7.464167	7.560111	7.332132	7.476652	7.502157	7.594986	7.484948	7.502445	7.611863
1415843_at	6.382779	6.308821	6.292834	6.132668	6.367703	6.250936	5.986651	5.810469	5.997716	5.767923	6.04454	5.860375	6.049424	6.09962	6.17605	6.340848	6.201919	6.139108
1415844_at	3.442524	3.322123	3.391308	3.472168	3.497309	3.451855	3.437698	3.414008	3.432089	3.412329	3.389418	3.413661	3.41471	3.391799	3.300351	3.428087	3.381623	3.458872
1415845_at	5.79288	5.728008	5.664719	5.815188	5.745639	5.689376	5.830816	5.781654	5.724612	5.680306	5.704857	5.846045	5.816579	5.716379	5.742637	5.852273	5.716945	5.755019
1415846_a_at	3.925699	4.006323	3.705492	3.894474	3.840882	3.775419	3.826624	3.818149	3.931171	3.799615	3.773753	3.82319	3.846209	3.849433	3.983369	3.82148	3.920055	3.867028
1415847_at	6.093074	6.384426	5.959587	6.006286	6.404798	6.093387	6.429431	5.999986	6.093305	6.027002	6.136052	6.096687	6.067626	6.125768	6.343496	6.094459	6.098683	5.912144
1415848_at	7.710911	7.583476	7.783476	7.640184	7.669721	7.750969	7.80227	7.519674	7.761875	7.743882	7.68505	7.628695	7.737142	7.750009	7.769321	7.694977	7.656926	7.527227
1415849_s_at	7.903462	8.076068	9.338021	9.059871	8.228261	8.010532	8.467993	8.476989	8.292611	8.304488	8.289475	8.347417	7.892223	8.029338	8.036984	8.081107	9.109682	9.215578
1415850_at	7.554536	7.468394	7.769862	7.795292	7.646434	7.596183	7.6011	7.520543	7.535654	7.705393	7.465623	7.537421	7.56503	7.503624	7.480912	7.557005	7.597047	7.718352
1415851_a_at	9.090393	8.845044	8.921986	8.861254	8.925551	8.847342	9.215661	9.336411	9.215385	9.179024	8.994788	9.209853	8.979155	9.177902	9.027119	8.985123	8.921907	9.053225
1415852_at	9.573853	9.546706	9.419203	9.291435	9.443939	9.276774	9.56864	9.470178	9.447673	9.552045	9.422956	9.396992	9.500816	9.432888	9.464109	9.573846	9.218076	9.342059
1415853_at	9.060027	9.086306	9.039353	8.996532	8.952074	9.073978	9.007302	8.936283	8.809217	8.746204	8.860118	8.792045	9.077419	9.076149	8.991724	9.021723	9.137369	9.005686
1415854_at	3.900692	3.804798	3.920338	3.821752	3.828568	3.792758	3.856027	3.79562	3.708412	3.73371	3.835825	3.713683	3.838916	3.682097	3.940168	3.816769	3.768689	3.835825
1415855_at	5.266139	5.130986	4.963984	5.033717	5.274009	5.262476	5.151474	5.425464	5.166454	5.271177	5.262452	5.348009	5.101138	5.162123	4.915214	5.130362	4.902113	5.152295
1415856_at	4.50887	4.533268	4.282161	4.535455	4.543441	4.744761	4.519978	4.562768	4.526844	4.392953	4.688158	4.530636	4.462349	4.43323	4.473564	4.448621	4.437467	4.576382
1415857_at	6.890803	7.055013	6.857907	7.039513	7.170915	7.081216	6.986081	6.882564	6.743388	6.745433	7.012915	6.851775	6.848893	6.967437	7.0043	7.058876	6.878797	6.922156
1415858_at	10.458417	10.52315	10.392942	10.225031	10.300612	10.409111	10.439767	10.574134	10.391274	10.499728	10.349529	10.52167	10.469352	10.436891	10.40237	10.482752	10.289799	10.276738
1415859_at	9.119953	8.843523	9.368613	9.34027	8.887533	9.112415	9.248536	9.42317	9.190133	9.18956	9.052565	9.128048	8.942948	9.000797	9.119543	9.155788	8.737318	8.814523
1415860_at	9.076601	8.977017	9.128696	9.114569	9.364379	9.285589	9.438973	9.606729	9.328459	9.38996	8.930717	9.029927	9.137115	9.12467	8.92351	8.987136	9.053981	9.165172
1415861_at	4.579505	4.661888	4.553878	4.472959	4.673482	4.50168	4.764259	4.381134	4.545677	4.558109	4.647278	4.44897	4.602638	4.692359	4.495491	4.486738	4.487199	4.625924
1415862_at	5.187705	4.82202	5.047868	5.092055	5.077599	5.042527	5.097245	4.712967	5.100194	5.012228	5.153964	5.061315	5.144962	5.234243	4.927778	5.004004	5.011957	5.264833
1415863_at	10.671093	10.702001	10.600266	10.643243	10.675147	10.660177	10.492473	10.709108	10.728629	10.801759	10.721669	10.642969	10.733401	10.705659	10.600216	10.722573	10.597728	10.461048
1415864_at	6.974018	7.061932	6.763048	6.848432	6.848432	6.836969	6.731313	7.076144	6.903166	7.070278	6.798083	6.887832	6.727865	6.899394	6.681143	6.576159	6.617207	6.769893
1415865_s_at	7.083715	7.131557	7.028773	7.063839	6.943254	6.990279	6.976457	7.083555	7.360463	7.206116	7.027114	7.07344	6.988905	7.221946	6.994232	6.936642	7.03504	7.063621
1415866_at	7.750122	7.84475	7.682755	7.705236	7.803703	7.82266	7.417914	7.344059	7.451257	7.498259	7.440581	7.358165	7.534844	7.507388	7.554557	7.66965	7.712023	7.627488
1415867_at	10.3511	10.308908	10.53438	10.444584	10.375566	10.332793	10.533996	10.538301	10.552038	10.591615	10.584747	10.587547	10.403009	10.418021	10.420843	10.478949	10.404704	10.378678
1415868_at	5.013047	4.956097	4.721809	4.717088	5.164496	4.931284	4.961471	5.036139	4.574357	4.860875	4.920947	4.737223	4.806583	4.922002	4.849367	5.067751	4.971106	5.064928
1415869_a_at	9.516657	9.374783	9.470073	9.348132	9.364955	9.380208	9.310678	9.272183	9.375475	9.413415	9.174202	9.182746	9.309423	9.362834	9.262384	9.334259	9.308361	9.395127
1415870_at	10.115889	10.160471	9.986806	9.96135	9.997498	10.032198	10.13806	10.195164	9.975749	10.017323	9.943031	9.99238	10.032528	10.080343	9.98226	10.099294	9.921628	9.939161
1415871_at	8.139753	8.202175	8.422737	8.565217	8.148633	8.314724	8.530054	8.619991	8.410676	8.538782	8.596265	8.629694	8.344265	8.3671	8.347937	8.448265	8.201134	8.37344
1415872_at	9.406229	9.40451	9.478364	9.489572	9.530565	9.57682	9.5326	9.671043	9.686742	9.749144	9.531019	9.642021	9.349342	9.435992	9.439652	9.510566	9.30781	9.426846
1415873_a_at	9.079401	8.958781	9.046926	8.929968	9.00505	8.907556	8.900738	8.85039	8.848283	8.997964	8.734248	8.678443	8.935268	8.941842	8.867973	9.008196	9.030269	8.9632
1415874_at	7.810591	7.829578	7.79337	7.761207	7.917021	7.912689	7.913372	7.823852	7.91988	7.732307	7.802128	7.815016	7.89168	7.968613	7.770246	7.770141	7.684851	7.922594
1415875_at	4.385574	4.535786	4.336973	4.568084	4.53378	4.538938	4.582585	4.296952	4.564474	4.473346	4.60913	4.568762	4.482129	4.669029	4.517367	4.505677	4.55216	4.55765
1415876_a_at	12.264246	12.334049	12.176258	12.192428	12.2447	12.188128	12.364576	12.336633	12.211764	12.245228	12.280637	12.317927	12.18176	12.158952	12.214133	12.258452	12.156814	12.126907
1415877_at	4.622342	4.458898	4.815993	4.734303	4.894669	4.726499	4.71391	4.670276	4.647289	4.596392	4.867334	4.510575	4.51274	4.454419	4.61486	4.729359	4.577906	4.852339
1415878_at	7.137459	7.196193	6.960868	7.034708	7.037692	6.910143	7.052019	6.989269	6.827946	6.885698	6.836171	6.900364	6.949431	6.778832	7.038966	6.88034	7.173232	7.088862
1415879_a_at	12.340343	12.26605	12.139834	12.209348	12.221577	12.160901	12.105044	12.149291	12.093305	12.137398	12.125232	12.050419	12.106304	11.968405	12.076732	12.036934	12.044197	12.106919
1415880_a_at	12.579585	12.607567	12.590943	12.576972	12.566889	12.546461	12.587877	12.496485	12.603674	12.590631	12.616251	12.539325	12.501707	12.484842	12.570067	12.599194	12.57243	12.523575
1415881_at	10.828242	10.809933	11.012077	10.979908	10.766646	10.92272	10.904667	10.860176	10.886206	10.9092	10.801578	10.905658	10.914886	10.81362	10.747701	10.855057	10.893423	10.989705
1415882_at	11.450121	11.498081	11.557988	11.512865	11.534569	11.594583	11.375508	11.35517	11.398413	11.481725	11.544335	11.506038	11.375951	11.364994	11.474316	11.519887	11.516539	11.530261
1415883_a_at	4.946494	5.07201	4.840093	4.836945	4.701991	4.946851	4.615848	4.622938	4.721809	4.388144	4.539162	4.591491	4.663266	4.720347	4.964754	4.930509	4.962206	4.785164
1415884_at	7.408476	7.505225	7.347203	7.422242	7.374307	7.465842	7.464046	7.212961	7.312815	7.144209	7.556061	7.256722	7.373675	7.298126	7.51159	7.476893	7.47887	7.475609
1415885_at	6.401457	6.008305	6.274511	5.952794	6.068711	5.823297	5.829616	5.776012	5.868942	5.803837	5.911064	5.741967	5.860813	5.527287	5.995697	5.932583	6.162765	5.921295
1415886_at	7.639586	7.828555	7.853094	7.703565	7.646609	7.660541	7.685603	7.564463	7.652987	7.638553	7.639326	7.64993	7.562614	7.608027	7.731969	7.712686	7.651921	7.818715
1415887_at	10.61668	10.693711	10.534371	10.494739	10.672676	10.699046	10.476514	10.590671	10.391712	10.445371	10.378858	10.5425	10.675421	10.712813	10.704015	10.731863	10.496149	10.556998
1415888_at	9.443829	9.45798	10.210505	10.125833	9.127916	9.679976	9.651899	9.844433	9.715548	9.783216	9.617674	9.563529	9.462286	9.434408	9.450019	9.536036	9.382827	9.384166
1415889_a_at	11.516971	11.551758	11.552994	11.693054	11.448944	11.465161	11.630236	11.705744	11.488751	11.544964	11.689578	11.572509	11.634064	11.570696	11.719458	11.687985	11.458375	11.395396
1415890_at	8.796702	8.808578	8.679034	8.583479	8.724664	8.614252	8.880816	9.017253	8.552061	8.664146	8.646828	8.641112	8.852248	8.874047	8.848949	8.915029	8.562568	8.558204
1415891_at	11.606142	11.560356	11.62756	11.685861	11.535564	11.603354	11.545447	11.504115	11.442706	11.431693	11.480725	11.453209	11.521269	11.445108	11.510816	11.508549	11.523679	11.546891
1415892_at	8.748356	8.943122	9.189739	9.184965	9.112215	9.140934	8.826203	9.001076	9.256478	9.411938	9.030359	9.111682	9.070813	9.025816	8.97493	9.110305	9.253703	9.158452
1415893_at	7.720399	7.776499	7.807668	7.70424	7.949771	7.930482	6.948626	7.153313	7.468878	7.534592	7.683729	7.523491	7.359548	7.414979	7.689561	7.706467	7.60151	7.44143
1415894_at	8.221057	8.367067	7.990264	8.152461	8.431625	8.591471	8.567825	8.577281	8.280588	8.32841	8.353429	8.41876	8.543139	8.587809	8.378944	8.52745	8.102279	8.069844
1415895_at	10.766842	10.929149	10.716016	10.772126	10.894486	10.935332	10.773596	10.546701	10.576047	10.52454	10.675481	10.646913	10.732608	10.681075	10.907084	10.863092	10.987093	10.795231
1415896_x_at	9.818003	10.043388	9.878636	9.941596	9.989026	10.032028	9.859054	9.655094	9.759057	9.666141	9.751653	9.739085	9.924669	9.858786	9.941853	9.866563	9.99657	9.961515
1415897_a_at	13.679052	13.681713	13.683227	13.7398	13.685508	13.691132	13.658316	13.652084	13.738379	13.688028	13.841381	13.647175	13.711667	13.651144	13.681713	13.704792	13.710735	13.689462
1415898_at	5.314516	5.469728	5.372929	5.118857	5.321317	5.369835	5.54948	5.478416	5.325485	5.21939	5.347576	5.321317	5.139064	5.422062	5.251713	5.13339	5.324913	5.281371
1415899_at	7.814459	7.622133	7.765485	7.643372	7.297756	7.407812	7.949036	8.194444	7.929455	7.958996	7.927552	8.155362	7.851789	7.867233	8.383702	8.430792	7.565885	7.837961
1415900_a_at	5.686302	5.750547	5.762671	5.599271	5.707458	5.731023	5.618262	5.691815	5.456708	5.557727	5.847749	5.590969	5.677701	5.716006	5.708368	5.792208	5.679498	5.701904
1415901_at	8.996228	9.173557	8.883835	8.797816	8.907473	8.847002	8.893545	8.976335	8.920323	8.824411	8.843873	8.895244	8.818217	8.915655	8.84487	8.99716	8.829595	8.89296
1415902_at	7.744787	7.83803	7.540397	7.286292	7.585523	7.723	6.925348	6.832861	6.958561	7.109033	7.130979	7.015073	7.104963	7.268412	7.212075	7.295895	7.262827	7.46483
1415903_at	6.862419	6.998423	6.778265	6.814163	6.837884	6.905161	7.073642	6.831306	7.006193	6.837009	7.182471	6.975968	6.92002	6.973637	6.959556	6.956929	6.932806	6.85652
1415904_at	9.210384	9.242893	8.641323	8.559092	9.903719	9.727423	8.670477	8.662311	8.833329	8.869267	8.713276	8.717336	8.152449	8.138142	8.39356	8.546758	8.486828	8.50105
1415905_at	5.881961	5.862524	5.476198	5.829289	5.684081	5.692512	5.797195	5.750514	5.848929	5.6107	5.601221	5.782529	5.757824	5.568557	5.78987	5.710818	5.770707	5.810704
1415906_at	11.776025	11.875629	11.899456	11.881631	12.038341	12.024611	12.035895	11.947043	12.145829	12.157128	11.675571	11.748035	11.677961	11.646985	11.617898	11.621712	11.835722	11.863509
1415907_at	8.837598	8.928085	8.952954	8.95571	8.667163	8.630764	8.68246	8.857641	8.752409	8.853	8.926623	8.896116	8.784075	8.939559	8.842087	8.924332	9.061325	9.015337
1415908_at	6.834219	7.21522	7.192578	7.354573	7.370452	7.29051	7.150749	7.665815	7.373605	7.443241	7.474252	7.433253	7.361727	7.281833	7.133341	7.435507	7.220755	7.297385
1415909_at	8.451305	8.550493	8.761199	8.712556	8.580111	8.547963	8.390775	8.586122	8.543742	8.663207	8.654816	8.69733	8.512996	8.575933	8.604425	8.583463	8.764047	8.637059
1415910_s_at	9.283989	9.313193	8.970999	9.043483	9.546515	9.4694	9.019653	8.937833	8.829998	8.840088	8.963294	8.944198	9.084215	9.036727	9.069932	9.108619	8.988349	8.977279
1415911_at	7.756979	7.65999	7.756979	7.833443	7.668561	7.81104	7.751696	7.723407	7.784795	7.702599	7.786144	7.877843	7.627057	7.729007	7.630097	7.732267	7.718771	7.848984
1415912_a_at	11.543469	11.650393	11.378289	11.32489	11.537536	11.466279	11.646856	11.66024	11.452209	11.525043	11.574639	11.480817	11.381425	11.431765	11.450494	11.510928	11.262405	11.249378
1415913_at	4.905716	5.12022	5.159048	5.061577	5.329534	5.123895	5.268734	5.43364	5.276123	5.305255	5.208283	5.267462	5.234633	5.465117	5.141188	5.240759	4.984754	5.22992
1415914_at	10.753734	10.77381	10.750769	10.690609	10.709682	10.780857	10.653158	10.743746	10.704858	10.743746	10.565783	10.551855	10.743586	10.758171	10.652907	10.728569	10.589722	10.596399
1415915_at	9.498233	9.438486	9.301951	9.277702	9.477141	9.432261	9.60815	9.653719	9.372432	9.499952	9.369461	9.387261	9.453146	9.450853	9.453256	9.482734	9.190358	9.272025
1415916_a_at	11.243927	11.343353	11.602223	11.510759	11.350137	11.368904	11.352499	11.262939	11.453311	11.485735	11.369048	11.445669	11.457353	11.397099	11.587763	11.518745	11.646514	11.574924
1415917_at	10.986277	10.968547	11.237405	11.156245	10.953715	10.963774	10.866373	10.864167	11.055689	11.19035	11.054747	11.070632	11.001124	11.019552	11.094018	11.087254	11.18419	11.187536
1415918_a_at	11.732998	11.827671	11.702226	11.690016	11.822838	11.837933	11.419836	11.431314	11.606176	11.565378	11.477095	11.521295	11.631587	11.548909	11.591558	11.622831	11.729922	11.767582
1415919_at	7.127757	7.319197	7.255251	7.20619	7.22995	7.21068	7.165227	7.299752	7.082921	7.05824	7.190232	7.16368	7.181298	7.109075	7.198012	7.091964	7.305349	7.218615
1415920_at	8.78039	8.925525	9.085871	9.014221	8.918942	8.879534	8.861789	8.935731	8.840919	8.905281	9.029575	9.027724	9.028906	9.038355	8.92449	8.965081	9.014824	8.895147
1415921_a_at	5.905885	5.867991	6.042005	5.8992	5.914228	5.967962	5.864772	5.80674	5.629386	5.68459	5.795743	5.806365	5.914228	5.810147	5.962167	5.957104	5.959887	6.060827
1415922_s_at	8.939799	8.905851	8.9057	8.811897	9.047219	9.042487	8.757844	9.024	8.753194	8.644423	8.881313	8.930203	8.911166	8.96143	8.800637	8.717353	8.921347	9.03233
1415923_at	4.807309	4.851393	4.816962	4.901106	4.78312	4.83566	4.736282	4.859305	4.857166	4.800659	4.859135	4.904425	4.86293	5.06266	4.733137	4.48834	4.802451	5.005973
1415924_at	4.775781	4.644522	4.739875	4.606861	4.721445	4.63407	4.760482	4.617416	4.55372	4.562146	4.361507	4.666189	4.621999	4.542858	4.622293	4.539782	4.622537	4.620121
1415925_a_at	8.123152	8.227521	8.383694	8.235358	8.065871	7.844646	8.194037	8.328882	8.123248	8.221051	8.094228	8.216239	8.217494	8.265962	7.931251	8.16549	8.336601	8.293713
1415926_at	8.000613	7.814271	7.987463	7.996491	7.703035	7.755419	7.827546	8.098109	8.041277	7.87742	8.049883	8.06833	7.940042	7.96063	7.722571	7.70868	8.032754	8.106362
1415927_at	5.572113	5.468877	5.127961	5.445305	5.727929	5.881131	5.508804	5.341435	5.105234	5.179852	5.256872	5.195306	5.250737	5.310754	5.2385	5.328946	5.244033	5.405218
1415928_a_at	10.396344	10.342232	10.406957	10.350168	10.266421	10.131062	10.598922	10.622466	10.666584	10.65533	10.366883	10.474492	10.31013	10.418672	10.351239	10.358292	10.388727	10.341114
1415929_at	10.205513	10.358397	10.280814	10.173172	10.088015	10.107789	10.368587	10.378452	10.453093	10.557072	10.257158	10.268394	10.201459	10.216369	10.16903	10.233878	10.152208	10.202063
1415930_a_at	10.364553	10.338403	10.199437	10.26011	10.257626	10.286872	10.301461	10.420897	10.589633	10.66701	10.515155	10.44613	10.276136	10.233772	10.3587	10.323569	10.148347	10.102496
1415931_at	5.342318	5.355183	5.194362	5.416356	5.299804	5.218485	5.424062	5.297425	5.339735	5.328437	5.534339	5.323602	5.429049	5.369004	5.263109	5.413118	5.350656	5.386001
1415932_x_at	9.136909	9.197468	9.038489	9.003927	9.021471	8.925295	8.826932	8.795843	8.537062	8.653816	8.568735	8.532402	8.701464	8.837028	8.824537	8.752293	9.012916	8.926769
1415933_a_at	12.378978	12.514225	12.463778	12.527148	12.50295	12.484982	12.377661	12.419622	12.453891	12.479521	12.521203	12.360937	12.46862	12.392977	12.473116	12.475345	12.566441	12.393619
1415934_at	8.221554	8.443145	8.459333	8.499059	8.264411	8.285075	8.312048	8.452538	8.346535	8.439899	8.30679	8.33809	8.357876	8.392243	8.187695	8.369048	8.185141	8.353092
1415935_at	5.818874	6.026159	5.899182	5.832758	5.842869	6.073183	6.119973	6.02867	6.338997	6.374027	6.277451	6.181909	5.620805	5.750467	5.757163	5.849555	5.732352	6.0856
1415936_at	8.94437	8.880979	8.968272	8.915988	8.888035	8.896268	9.093856	9.139653	8.810137	8.785379	8.937746	8.963893	8.94047	9.050017	8.848292	8.927248	8.855908	8.89048
1415937_s_at	7.851688	7.753591	8.084247	8.148999	7.903607	7.969599	7.960243	8.241547	8.241372	8.172526	8.169841	8.095712	8.080658	8.141384	7.791207	7.938968	8.021284	8.160001
1415938_at	4.637092	4.69744	4.470422	4.601737	4.625	4.724654	4.555287	4.649919	4.653295	4.579643	4.593937	4.636149	4.533268	4.661572	4.834718	4.701847	4.648291	4.607219
1415939_at	7.07388	7.191442	7.023828	7.111661	7.115813	7.118293	7.217742	7.019519	7.070698	6.992602	7.201711	7.102962	7.048578	7.128946	7.033683	6.932898	7.124373	7.115294
1415940_at	7.337934	7.592356	7.516894	7.401186	7.381581	7.560965	7.308276	7.385969	7.514992	7.37798	7.139875	7.623585	7.464834	7.60463	7.267758	7.486102	7.515207	7.627329
1415941_s_at	4.905038	4.69744	4.849736	4.842627	4.915306	4.786052	4.574228	4.894755	5.008284	5.015199	4.833105	4.986869	4.63064	4.930648	4.656926	4.886427	4.851982	4.843105
1415942_at	13.135916	13.086292	13.020745	13.030541	13.064554	13.144807	13.051608	13.03353	12.990135	13.036384	13.047023	13.016919	13.044352	12.972349	13.045852	13.034238	12.942341	12.984489
1415943_at	11.554042	11.569135	11.792996	11.783842	11.702941	11.715666	11.13053	11.07903	11.320439	11.311303	11.365131	11.404025	11.378578	11.349448	11.47573	11.459571	11.68172	11.652733
1415944_at	10.356827	10.339764	10.478437	10.469214	10.265151	10.35044	9.780318	9.793673	9.978249	10.068966	9.994283	9.968731	10.005746	10.010518	10.01585	10.115606	10.292561	10.427809
1415945_at	5.474945	5.703495	5.681525	5.600832	5.466595	5.526127	5.716207	5.841083	5.19565	5.288669	5.342788	5.316083	5.342853	5.292706	5.471831	5.48587	5.558237	5.611815
1415946_at	8.64022	8.886995	8.767861	8.798801	8.622787	8.653144	8.536969	8.568563	8.414911	8.608538	8.38664	8.410602	8.54678	8.70872	8.529864	8.635875	8.633314	8.693509
1415947_at	11.900047	11.976104	12.444819	12.421533	12.025997	12.032239	12.250789	12.191687	12.406823	12.485306	12.33649	12.279173	12.167365	12.118992	12.199703	12.246612	12.403055	12.356804
1415948_at	11.379122	11.399099	11.78618	11.777018	11.389307	11.424288	11.376393	11.383197	11.858019	11.911069	11.770873	11.692946	11.566125	11.490086	11.608615	11.660612	11.740613	11.694525
1415949_at	3.969832	3.90385	4.06367	4.10166	4.019517	3.788818	4.077036	4.05164	3.98856	3.936945	4.099362	4.12243	3.925104	3.895947	3.869271	3.822602	3.878591	3.913215
1415950_a_at	12.818721	12.863322	12.603267	12.571557	12.564304	12.663253	11.521131	11.466979	11.450517	11.452337	11.37829	11.382204	12.353841	12.342629	12.391756	12.427564	12.555429	12.568167
1415951_at	6.05766	6.148464	6.106005	6.057142	6.116689	6.00707	6.153822	6.040184	6.061986	6.041556	6.06729	6.233329	6.101939	5.985708	6.069637	6.116221	5.990937	6.307649
1415952_at	7.836543	7.75859	7.828738	7.71933	7.760076	8.015621	7.839713	7.643986	7.674462	7.71623	7.490414	7.619558	7.65621	7.575211	7.593445	7.599902	7.478741	7.555209
1415953_s_at	7.577414	7.584263	7.617149	7.583422	7.511867	7.561804	7.516312	7.492265	7.561765	7.515983	7.468676	7.436498	7.669268	7.498617	7.699866	7.584957	7.777737	7.571523
1415954_at	3.886763	3.857574	3.79176	3.899602	4.004011	3.84806	3.918314	3.780517	3.84768	3.735352	3.740559	3.708385	3.738369	3.811526	3.851305	3.79176	3.788183	3.851228
